0 0 0 0 0
1 0 0 0 1
2 0 0 0 2
3 0 0 0 3
4 0 0 1 0
5 0 0 1 1
6 0 0 1 2
7 0 0 1 3
8 0 0 2 0
9 0 0 2 1
10 0 0 2 2
11 0 0 2 3
12 0 0 3 0
13 0 0 3 1
14 0 0 3 2
15 0 0 3 3
16 0 0 4 0
17 0 0 4 1
18 0 0 4 2
19 0 0 4 3
20 0 0 5 0
21 0 0 5 1
22 0 0 5 2
23 0 0 5 3
24 0 0 6 0
25 0 0 6 1
26 0 0 6 2
27 0 0 6 3
28 0 0 7 0
29 0 0 7 1
30 0 0 7 2
31 0 0 7 3
32 0 0 8 0
33 0 0 8 1
34 0 0 8 2
35 0 0 8 3
36 0 0 9 0
37 0 0 9 1
38 0 0 9 2
39 0 0 9 3
40 0 0 10 0
41 0 0 10 1
42 0 0 10 2
43 0 0 10 3
44 0 0 11 0
45 0 0 11 1
46 0 0 11 2
47 0 0 11 3
48 0 0 12 0
49 0 0 12 1
50 0 0 12 2
51 0 0 12 3
52 0 0 13 0
53 0 0 13 1
54 0 0 13 2
55 0 0 13 3
56 0 0 14 0
57 0 0 14 1
58 0 0 14 2
59 0 0 14 3
60 0 0 15 0
61 0 0 15 1
62 0 0 15 2
63 0 0 15 3
64 0 0 16 0
65 0 0 16 1
66 0 0 16 2
67 0 0 16 3
68 0 0 17 0
69 0 0 17 1
70 0 0 17 2
71 0 0 17 3
72 0 0 18 0
73 0 0 18 1
74 0 0 18 2
75 0 0 18 3
76 0 0 19 0
77 0 0 19 1
78 0 0 19 2
79 0 0 19 3
80 0 0 20 0
81 0 0 20 1
82 0 0 20 2
83 0 0 20 3
84 0 0 21 0
85 0 0 21 1
86 0 0 21 2
87 0 0 21 3
88 0 0 22 0
89 0 0 22 1
90 0 0 22 2
91 0 0 22 3
92 0 0 23 0
93 0 0 23 1
94 0 0 23 2
95 0 0 23 3
96 0 0 24 0
97 0 0 24 1
98 0 0 24 2
99 0 0 24 3
100 0 0 25 0
101 0 0 25 1
102 0 0 25 2
103 0 0 25 3
104 0 0 26 0
105 0 0 26 1
106 0 0 26 2
107 0 0 26 3
108 0 0 27 0
109 0 0 27 1
110 0 0 27 2
111 0 0 27 3
112 0 0 28 0
113 0 0 28 1
114 0 0 28 2
115 0 0 28 3
116 0 0 29 0
117 0 0 29 1
118 0 0 29 2
119 0 0 29 3
120 0 0 30 0
121 0 0 30 1
122 0 0 30 2
123 0 0 30 3
124 0 1 0 0
125 0 1 0 1
126 0 1 0 2
127 0 1 0 3
128 0 1 1 0
129 0 1 1 1
130 0 1 1 2
131 0 1 1 3
132 0 1 2 0
133 0 1 2 1
134 0 1 2 2
135 0 1 2 3
136 0 1 3 0
137 0 1 3 1
138 0 1 3 2
139 0 1 3 3
140 0 1 4 0
141 0 1 4 1
142 0 1 4 2
143 0 1 4 3
144 0 1 5 0
145 0 1 5 1
146 0 1 5 2
147 0 1 5 3
148 0 1 6 0
149 0 1 6 1
150 0 1 6 2
151 0 1 6 3
152 0 1 7 0
153 0 1 7 1
154 0 1 7 2
155 0 1 7 3
156 0 1 8 0
157 0 1 8 1
158 0 1 8 2
159 0 1 8 3
160 0 1 9 0
161 0 1 9 1
162 0 1 9 2
163 0 1 9 3
164 0 1 10 0
165 0 1 10 1
166 0 1 10 2
167 0 1 10 3
168 0 1 11 0
169 0 1 11 1
170 0 1 11 2
171 0 1 11 3
172 0 1 12 0
173 0 1 12 1
174 0 1 12 2
175 0 1 12 3
176 0 1 13 0
177 0 1 13 1
178 0 1 13 2
